1531592246799,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592247799,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592248800,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592249800,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592250800,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592251800,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592252801,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592253802,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592254802,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592255805,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592256805,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592257806,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592258806,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592259806,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592260806,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592261807,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592262807,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592263807,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592264808,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592265809,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592266810,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592267811,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592268811,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592269812,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592270812,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592271813,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592272813,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592273814,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592274814,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592275814,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
1531592276815,512.0,512.0,0.0,128.0,1024.0,526.6,4096.0,3745.1,9984.0,9448.1,1280.0,1122.4,13,0.016,0,0.000,0.016
